Genus,species,,type,Synonym,Ensembl,JGI,FungiDB,Other,NCBI,NCBI Tax ID
Cryptococcus,gattii,,E566,,Ensembl,,,,NCBI,1296102
Cryptococcus,gattii,,EJB2,,Ensembl,,,,NCBI,1296103
Cryptococcus,gattii,,NT-10,,Ensembl,,,,NCBI,1296108
Cryptococcus,gattii,,Ru294,,Ensembl,,,,NCBI,1296112
Cryptococcus,gattii,,VGII 2001/935-1,,Ensembl,,,,NCBI,1334442
Cryptococcus,gattii,,VGII 99/473,,Ensembl,,,,NCBI,1296104
Cryptococcus,gattii,,VGII CA1014,,Ensembl,,,,NCBI,1296107
Cryptococcus,gattii,,VGII CBS 10090,,Ensembl,,,,NCBI,1296101
Cryptococcus,gattii,,VGII LA55,,Ensembl,,,,NCBI,1296106
Cryptococcus,gattii,,VGII MMRL2647,,Ensembl,,,,NCBI,1296117
Cryptococcus,gattii,,VGII R265,,Ensembl,,,,NCBI,294750
Cryptococcus,gattii,,VGII Ram5,,Ensembl,,,,NCBI,1296110
Cryptococcus,gattii,,VGIV IND107,,Ensembl,,FungiDB,,NCBI,1296105
Cryptococcus,gattii,,WM276,,Ensembl,,FungiDB,,NCBI,367775
Cryptococcus,neoformans,var neoformans,JEC21,,,JGI,FungiDB,,NCBI,214684
Cryptococcus,neoformans,var. grubii,125.91,,,,,,NCBI,1230079
Cryptococcus,neoformans,var. grubii,A1-35-8,,,,,,NCBI,1230081
Cryptococcus,neoformans,var. grubii,A2-102-5,,,,,,NCBI,1230057
Cryptococcus,neoformans,var. grubii,A5-35-17,,,,,,NCBI,1230080
Cryptococcus,neoformans,var. grubii,AD1-7a,,,,,,NCBI,1230056
Cryptococcus,neoformans,var. grubii,AD1-83a,,,,,,NCBI,1230065
Cryptococcus,neoformans,var. grubii,AD2-60a,,,,,,NCBI,1230059
Cryptococcus,neoformans,var. grubii,Br795,,,,,,NCBI,1230061
Cryptococcus,neoformans,var. grubii,Bt1,,,,,,NCBI,1230073
Cryptococcus,neoformans,var. grubii,Bt120,,,,,,NCBI,1230070
Cryptococcus,neoformans,var. grubii,Bt15,,,,,,NCBI,1230071
Cryptococcus,neoformans,var. grubii,Bt63,,,,,,NCBI,1230075
Cryptococcus,neoformans,var. grubii,Bt85,,,,,,NCBI,1230076
Cryptococcus,neoformans,var. grubii,C23,,,,,,NCBI,1230055
Cryptococcus,neoformans,var. grubii,c45,,,,,,NCBI,1230068
Cryptococcus,neoformans,var. grubii,c8,,,,,,NCBI,1230063
Cryptococcus,neoformans,var. grubii,CHC193,,,,,,NCBI,1230064
Cryptococcus,neoformans,var. grubii,D17-1,,,,,,NCBI,1230058
Cryptococcus,neoformans,var. grubii,Gb118,,,,,,NCBI,1230060
Cryptococcus,neoformans,var. grubii,H99,,Ensembl,JGI,FungiDB,,NCBI,235443
Cryptococcus,neoformans,var. grubii,MW-RSA1955,,,,,,NCBI,1230066
Cryptococcus,neoformans,var. grubii,MW-RSA36,,,,,,NCBI,1230062
Cryptococcus,neoformans,var. grubii,MW-RSA852,,,,,,NCBI,1230069
Cryptococcus,neoformans,var. grubii,Th84,,,,,,NCBI,1230067
Cryptococcus,neoformans,var. grubii,Tu259-1,,,,,,NCBI,1230072
Cryptococcus,neoformans,var. grubii,Tu401-1,,,,,,NCBI,1230077
Cryptococcus,neoformans,var. grubii,Ze90-1,,,,,,NCBI,1230078
Cryptococcus,neoformans,var. neoformans,B-3501A,,Ensembl,,FungiDB,,NCBI,283643
Cryptococcus,terricola,,,,,JGI,,,,104414
Cryptococcus,vishniacii,,,,,JGI,,,,89929
Cryptococcus,wieringae,,,,,JGI,,,,104416
Cryptodiaporthe,populea,,,,,JGI,,,,940279
Cryptodiaporthe,sp.,,AZ0812,,,JGI,,,,1907526
Cucurbitaria,berberidis,,CBS 394.84,,,JGI,,,,1168544
Cunninghamella,echinulata,,,,,JGI,,,,76405
Cutaneotrichosporon,oleaginosum,,,,Ensembl,,,,NCBI,879819
Cyathus,striatus,,,,,JGI,,,,68777
Cyberlindnera,fabianii,,,,Ensembl,,,,NCBI,36022
Cyberlindnera,fabianii,,,,,,,,,36022
Cyberlindnera,jadinii,,NRRL Y-1542,,,,,,,983966
Cyberlindnera,jadinii,,,,,,,,,4903
Cylindrobasidium,torrendii,,FP15055 ss-10,,,,,,,1314674
Cyphellophora,europaea,,CBS 101466,,,,,,,1220924
Cystostereum,murrayi,,,,,JGI,,,,467946
Cytidiella,melzeri,,,,,JGI,,,,1883072
Dacryopinax,primogenitus,,,,Ensembl,JGI,,,NCBI,1858805
Dactylellina,haptotyla,,CBS 200.50,,Ensembl,,,,NCBI,1284197
Daedalea,quercina,,L-15889,,Ensembl,JGI,,,NCBI,1314783
Daldinia,eschscholzii,,,,,JGI,,,NCBI,292717
Debaryomyces,fabryi,,,,Ensembl,,,,NCBI,58627
Debaryomyces,hansenii,,CBS767,,Ensembl,JGI,,,NCBI,284592
Decorospora,gaudefroyi,,,,,JGI,,,,184978
Dekkera,bruxellensis,,CBS 2499,,,JGI,,,,747657
Delitschia,confertaspora,,ATCC 74209,,,JGI,,,,1513339
Delphinella,strobiligena,,,,,JGI,,,,147560
Dendrothele,bispora,,CBS 962.96,,,JGI,,,,1314807
Dentipellis,sp.,,KUC8613,,,JGI,,,,1883078
Diaporthe,ampelina,,,,Ensembl,JGI,,,NCBI,1214573
Diaporthe,helianthi,,,,Ensembl,,,,,158607
Dichomitus,squalens,,LYAD-421 SS1,,Ensembl,JGI,,,NCBI,732165
Dichotomocladium,elegans,,,,,JGI,,,,101130
Didymella,exigua,,CBS 183.55,,,JGI,,,,1150837
Didymella,zeae-maydis,,,,,JGI,,,,259522
Didymocrea,sadasivanii,,,,,JGI,,,,372059
Dioszegia,cryoxerica,,,,,JGI,,,NCBI,603311
Diplodia,corticola,,,,Ensembl,,,,NCBI,236234
Diplodia,seriata,,,,Ensembl,JGI,,,NCBI,420778
Dissoconium,aciculare,,,,,JGI,,,,112489
Dothidotthia,symphoricarpi,,,,,JGI,,,,548649
Dothistroma,septosporum,,NZE10,,Ensembl,JGI,,,NCBI,675120
Drechmeria,coniospora,,,,Ensembl,,,,NCBI,98403
Drechslerella,stenobrocha,,248,,Ensembl,,,,NCBI,1043628
Edhazardia,aedis,,USNM 41457,,Ensembl,,,,NCBI,1003232
Elaphomyces,granulatus,,,,,,,,NCBI,519963
Elmerina,caryae,,L-13461,Aporpium caryae,,JGI,,,,1397355
Elsinoe,ampelina,,,,,JGI,,,,302913
Elsinoe,australis,,,,,,,,NCBI,40998
Elsinoe,sp.,,CQ-2017a,,,,,,NCBI,1983410
Emergomyces,pasteuriana,,Ep9510,,Ensembl,,,,NCBI,1447872
Emmonsia,crescens,,UAMH 3008,,Ensembl,,,,NCBI,1247875
Emmonsia,parva,,UAMH 139,,Ensembl,,,,NCBI,1246674
Emmonsia,sp.,,CAC-2015a,,Ensembl,,,,NCBI,1658172
Encephalitozoon,cuniculi,,EcunIII-L,,Ensembl,,,,NCBI,1355160
Encephalitozoon,cuniculi,,GB-M1,,Ensembl,JGI,,,NCBI,284813
Encephalitozoon,hellem,,ATCC 50504,,Ensembl,JGI,,,NCBI,907965
Encephalitozoon,intestinalis,,ATCC 50506,,Ensembl,JGI,,,NCBI,876142
Encephalitozoon,romaleae,,SJ-2008,,Ensembl,JGI,,,NCBI,1178016
Endocarpon,pusillum,,Z07020,,Ensembl,JGI,,,NCBI,1263415
Enterocytozoon,bieneusi,,H348,,Ensembl,JGI,,,NCBI,481877
Enterocytozoon,hepatopenaei,,,,Ensembl,,,,NCBI,646526
Enterospora,canceri,,,,Ensembl,,,,NCBI,1081671
Entoleuca,mammata,,,,,JGI,,,,97380
Entophlyctis,helioformis,,,,,JGI,,,,281842
Epicoccum,nigrum,,,,,,,,NCBI,105696
Eremomyces,bilateralis,,,,,JGI,,,,1341166
Eremothecium,cymbalariae,,DBVPG#7215,,Ensembl,,,,NCBI,931890
Eremothecium,gossypii,,ATCC 10895,Ashbya gossypii,,JGI,,,NCBI,284811
Eremothecium,gossypii,,FDAG1,,Ensembl,,,,NCBI,1034331
Eremothecium,sinecaudum,,,,Ensembl,,,,NCBI,45286
Erysiphe,necator,,,,Ensembl,JGI,,,NCBI,52586
Erythrobasidium,hasegawianum,,ATCC 9536,,,JGI,,,,1397323
Escovopsis,weberi,,,,Ensembl,,,,NCBI,150374
Eurotium,rubrum,,,,,JGI,,,,396024
Eutypa,lata,,UCREL1,,Ensembl,JGI,,,NCBI,1287681
Exidia,glandulosa,,HHB12029,,Ensembl,JGI,,,NCBI,1314781
Exobasidium,vaccinii,,MPITM,,,JGI,,,,1314671
Exophiala,alcalophila,,,,,JGI,,,,91920
Exophiala,aquamarina,,CBS 119918,,Ensembl,JGI,,,NCBI,1182545
Exophiala,dermatitidis,,NIH/UT8656,,Ensembl,JGI,,,NCBI,858893
Exophiala,mesophila,,,,Ensembl,JGI,,,NCBI,212818
Exophiala,oligosperma,,,,Ensembl,JGI,,,NCBI,215243
Exophiala,sideris,,,,Ensembl,JGI,,,NCBI,1016849
Exophiala,spinifera,,,,Ensembl,JGI,,,NCBI,91928
Exophiala,xenobiotica,,,,Ensembl,JGI,,,NCBI,348802
Fellomyces,penicillatus,,,,,JGI,,,,5610
Fennellomyces,sp.,,T-0311,,,JGI,,,,1329386
Fennellomyces,sp.,,,,,JGI,,,,101135
Fibroporia,radiculosa,,TFFH 294,,Ensembl,JGI,,,NCBI,599839
Fibulobasidium,inconspicuum,,,,,JGI,,,,57688
Fibularhizoctonia,sp.,,CBS 109695,,Ensembl,JGI,,,NCBI,436010
Fistulina,hepatica,,ATCC 64428,,Ensembl,JGI,,,NCBI,1128425
Fomes,fomentarius,,,,,JGI,,,,40442
Fomitiporia,mediterranea,,MF3/22,,Ensembl,JGI,,,NCBI,694068
Fomitopsis,pinicola,,FP-58527 SS1,,Ensembl,JGI,,,NCBI,743788
Fonsecaea,erecta,,,,Ensembl,,,,NCBI,1367422
Fonsecaea,monophora,,CBS 269.37,,Ensembl,JGI,,,NCBI,254056
Fonsecaea,multimorphosa,,CBS 102226,,Ensembl,JGI,,,NCBI,1442371
Fonsecaea,multimorphosa,,,,Ensembl,,,,NCBI,979981
Fonsecaea,nubica,,CBS 269.64,,Ensembl,JGI,,,NCBI,856822
Fonsecaea,pedrosoi,,CBS 271.37,,Ensembl,JGI,,,NCBI,1442368
Fusarium,avenaceum,,,,,,,,NCBI,40199
Fusarium,culmorum,,,,Ensembl,,,,NCBI,1318462
Fusarium,fujikuroi,,IMI 58289,,Ensembl,JGI,FungiDB,,NCBI,1279085
Fusarium,graminearum,,PH-1,Gibberella zeae,Ensembl,JGI,FungiDB,,NCBI,5518
Fusarium,langsethiae,,,,Ensembl,,,,NCBI,179993
Fusarium,mangiferae,,,,Ensembl,,,,NCBI,192010
Fusarium,nygamai,,,,,,,,NCBI,42673
Fusarium,oxysporum,f. sp. Conglutinans,race 2 54008,,Ensembl,,,,NCBI,1089457
Fusarium,oxysporum,f. sp. Cubense,Race 1,,Ensembl,,,,NCBI,1229664
Fusarium,oxysporum,f. sp. Cubense,Race 4,,Ensembl,,,,NCBI,1229665
Fusarium,oxysporum,f. sp. cubense tropical,race 4 54006,,Ensembl,,FungiDB,,NCBI,1089451
Fusarium,oxysporum,f. sp. lycopersici,4287,,Ensembl,JGI,FungiDB,,NCBI,426428
Fusarium,oxysporum,f. sp. lycopersici,MN25,,Ensembl,,,,NCBI,1080343
Fusarium,oxysporum,f. sp. melonis,26406,,Ensembl,,,,NCBI,1089452
Fusarium,oxysporum,f. sp. pisi,HDV247,,Ensembl,,,,NCBI,1080344
Fusarium,oxysporum,f. sp. radicis-cucumerinum,,,,,,,NCBI,327505
Fusarium,oxysporum,f. sp. radicis-lycopersici,26381,,Ensembl,,,,NCBI,1089448
Fusarium,oxysporum,f. sp. raphani,54005,,Ensembl,,,,NCBI,1089458
Fusarium,oxysporum,f. sp. vasinfectum,25433,,Ensembl,,,,NCBI,1089449
Fusarium,oxysporum,,Fo47,,Ensembl,,FungiDB,,NCBI,909455
Fusarium,oxysporum,,Fo5176,,,,,,NCBI,660025
Fusarium,oxysporum,,FOSC 3-a,,Ensembl,,,,NCBI,660027
Fusarium,oxysporum,,NRRL 32931,,,,,broad,NCBI,660029
Fusarium,poae,,,,Ensembl,,,,NCBI,36050
Fusarium,proliferatum,,ET1,,Ensembl,,,,NCBI,1227346
Fusarium,proliferatum,,,,Ensembl,,,,NCBI,948311
Fusarium,pseudograminearum,,CS3096,,Ensembl,JGI,,,NCBI,1028729
Fusarium,redolens,,,,,JGI,,,,48865
Fusarium,solani,,,,Ensembl,,,,,660122
Fusarium,verticillioides,,7600,,Ensembl,JGI,FungiDB,,NCBI,334819
Gaertneriomyces,semiglobifer,,,,,JGI,,,,109897
Gaeumannomyces,graminis,var. tritici,R3-111a-1,,Ensembl,JGI,,,NCBI,644352
Galactomyces,candidum,,,,,,,,NCBI,1173061
Galerina,marginata,,CBS 339.88,,Ensembl,JGI,,,NCBI,685588
Ganoderma,sinense,,ZZ0214-1,,,,,,NCBI,1077348
Ganoderma,sp.,,,,,JGI,,,,5314
Gautieria,morchelliformis,,,,,JGI,,,,112417
Gelasinospora,tetrasperma,,,Neurospora tetraspora,,JGI,,,,94610
Gelatoporia,subvermispora,,B,Ceriporiopsis,Ensembl,JGI,,,NCBI,914234
Geotrichum,candidum,,,,Ensembl,,,,,1173061
Gilbertella,persicaria,var. persicaria,,,,JGI,,,,983150
Glarea,lozoyensis,,74030,,Ensembl,,,,NCBI,1104152
Glarea,lozoyensis,,ATCC 20868,,Ensembl,JGI,,,NCBI,1116229
Globomyces,pollinis-pini,,,,,JGI,,,,382532
Gloeopeniophorella,convolvens,,,,,JGI,,,,205761
Gloeophyllum,trabeum,,ATCC 11539,,Ensembl,JGI,,,NCBI,670483
Glonium,stellatum,,,,,JGI,,,NCBI,574774
Gonapodya,prolifera,,JEL478,,Ensembl,JGI,,,NCBI,1344416
Gongronella,butleri,,,,,JGI,,,,101105
Gremmeniella,abietina,,,,,JGI,,,,127520
Grifola,frondosa,,,,Ensembl,,,,NCBI,5627
Grosmannia,clavigera,,kw1407,,Ensembl,JGI,,,NCBI,655863
Guyanagaster,necrorhiza,,MCA 3950,,,JGI,,,,1450536
Gymnascella,aurantiaca,,,,,JGI,,,,78594
Gymnascella,citrina,,,,,JGI,,,,37245
Gymnopilus,chrysopellus,,PR-1187,,,JGI,,,,1314808
Gymnopilus,junonius,,,,,JGI,,,,109634
Gymnopus,androsaceus,,JB14,,,JGI,,,,1447944
Gymnopus,earleae,,,,,JGI,,,,236213
Gymnopus,luxurians,,FD-317 M1,,Ensembl,JGI,,,NCBI,944289
Gyrodon,lividus,,BX,,,JGI,,,,1450528
Gyromitra,esculenta,,,,,JGI,,,,33161
Hanseniaspora,guilliermondii,,,,Ensembl,,,,NCBI,56406
Hanseniaspora,opuntiae,,,,Ensembl,,,,NCBI,211096
Hanseniaspora,osmophila,,,,Ensembl,,,,NCBI,56408
Hanseniaspora,uvarum,,DSM 2768,,Ensembl,,,,NCBI,1246595
Hanseniaspora,uvarum,,,,Ensembl,,,,NCBI,29833
Hanseniaspora,valbyensis,,NRRL Y-1626,,Ensembl,JGI,,,NCBI,766949
Hebeloma,cylindrosporum,,h7,,Ensembl,JGI,,,NCBI,686832
Helicocarpus,griseus,,UAMH5409,,,,,,NCBI,1447875
Heliocybe,sulcata,,,,,JGI,,,,5364
Hepatospora,eriocheir,,,,Ensembl,,,,NCBI,1081669
Hesseltinella,vesiculosa,,,,,JGI,,,NCBI,101127
Heterobasidion,annosum,,,,,JGI,,,,13563
Heterobasidion,irregulare,,TC 32-1,,Ensembl,,,,NCBI,747525
Heterogastridium,pycnidioideum,,ATCC MYA-4631,,,JGI,,,,1397325
Hexagonia,nitida,,,,,JGI,,,,1140402
Hirsutella,minnesotensis,,3608,,Ensembl,,,,NCBI,1043627
Histoplasma,capsulatum,,G186AR,,Ensembl,,FungiDB,,NCBI,447093
Histoplasma,capsulatum,,G217B,,,,FungiDB,,,447094
Histoplasma,capsulatum,,H143,,Ensembl,,,,NCBI,544712
Histoplasma,capsulatum,,H88,,Ensembl,,FungiDB,,NCBI,544711
Histoplasma,capsulatum,,NAm1,,Ensembl,JGI,FungiDB,,NCBI,339724
Homoloaphlyctis,polyrhiza,,JEL 142,,,JGI,,,,166479
Hortaea,acidophila,,,,,JGI,,,,245834
Hortaea,werneckii,,EXF-2000,,,JGI,,,NCBI,91943
Hyalopycnis,blepharistoma,,,,,JGI,,,,138530
Hydnomerulius,pinastri,,MD-312,,Ensembl,JGI,,,NCBI,994086
Hydnopolyporus,fimbriatus,,,,,JGI,,,,378272
Hydnum,rufescens,,UP504,,,JGI,,,,1448309
Hymenopellis,radicata,,,,,JGI,,,,937743
Hymenoscyphus,varicosporoides,,,,,JGI,,,,354079
Hypholoma,sublateritium,,FD-334 SS-4,,Ensembl,JGI,,,NCBI,945553
Hyphopichia,burtonii,,NRRL Y-1933,,Ensembl,JGI,,,NCBI,984485
Hypoxylon,sp.,,CI-4A,,,JGI,,,NCBI,1001833
Hypoxylon,sp.,,CO27-5,,,JGI,,,NCBI,1001938
Hypoxylon,sp.,,EC38,,,JGI,,,NCBI,1001937
Hypsizygus,marmoreus,,,,Ensembl,,,,NCBI,39966
Hysterium,pulicare,,,,,JGI,,,,100027
Ilyonectria,europaea,,,,,JGI,,,,1079114
Ilyonectria,robusta,,,,,JGI,,,,1079257
Ilyonectria,sp.,,,,,JGI,,,,1079112
Infundibulicybe,gibba,,,Clitocybe gibba,,JGI,,,,378275
Irpex,lacteus,,,,,JGI,,,,5319
Isaria,fumosorosea,,ARSEF 2679,,Ensembl,,,,,1081104
Jaapia,argillacea,,MUCL 33604,,Ensembl,JGI,,,NCBI,933084
Jaminaea,sp.,,MCA 5214,,,JGI,,,,1569628
Kalaharituber,pfeilii,,,,,JGI,,,,139406
Kalmanozyma,brasiliensis,,GHG001,,Ensembl,,,,NCBI,1365824
Karstenula,rhodostoma,,CBS 690.94,,,JGI,,,,1392251
Kazachstania,africana,,CBS 2517,,Ensembl,JGI,,,NCBI,1071382
Kazachstania,naganishii,,CBS 8797,,Ensembl,,,,NCBI,1071383
Kazachstania,saulgeensis,,,,,,,,NCBI,1789683
Khuskia,oryzae,,,,,JGI,,,,668251
Kickxella,alabastrina,,,,,JGI,,,NCBI,61397
Kluyveromyces,lactis,,,,Ensembl,JGI,,,NCBI,28985
Kluyveromyces,marxianus,,DMKU3-1042,,Ensembl,,,,NCBI,1003335
Kluyveromyces,marxianus,,,,Ensembl,,,,NCBI,4911
Kockovaella,imperatae,,,,,JGI,,,NCBI,4999
Komagataella,pastoris,,,,Ensembl,,,,NCBI,4922
Komagataella,phaffii,,CBS 7435,,Ensembl,,,,NCBI,981350
Komagataella,phaffii,,GS115,,Ensembl,,,,NCBI,644223
Komagataella,phaffii,,,,Ensembl,,,,NCBI,460519
Kuraishia,capsulata,,CBS 1993,,Ensembl,JGI,,,NCBI,1382522
Kwoniella,bestiolae,,CBS 10118,,Ensembl,,,,NCBI,1296100
Kwoniella,dejecticola,,CBS 10117,,Ensembl,,,,NCBI,1296121
Kwoniella,heveanensis,,BCC8398,,Ensembl,,,,NCBI,1296120
Kwoniella,heveanensis,,CBS 569,,Ensembl,,,,NCBI,1296119
Kwoniella,mangroviensis,,CBS 10435,,Ensembl,,,,NCBI,1331196
Kwoniella,mangroviensis,,CBS 8507,,Ensembl,,,,NCBI,1296122
Kwoniella,mangroviensis,,CBS 8886,,Ensembl,,,,NCBI,1296123
Kwoniella,pini,,CBS 10737,,Ensembl,,,,NCBI,1296096
Laccaria,amethystina,,LaAM-08-1,,Ensembl,JGI,,,NCBI,1095629
Laccaria,bicolor,,S238N-H82,,Ensembl,JGI,,,NCBI,486041
Lachancea,dasiensis,,CBS 10888,,Ensembl,,,,NCBI,1266660
Lachancea,fermentati,,,,Ensembl,,,,NCBI,4955
Lachancea,kluyveri,,,,,,,genolevures,,4934
Lachancea,lanzarotensis,,,,Ensembl,,,,NCBI,1245769
Lachancea,meyersii,,CBS 8951,,Ensembl,,,,NCBI,1266667
Lachancea,mirantina,,,,Ensembl,,,,NCBI,1230905
Lachancea,nothofagi,,CBS 11611,,Ensembl,,,,NCBI,1266666
Lachancea,quebecensis,,,,,,,,NCBI,1654605
Lachancea,sp.,,CBS 6924,,Ensembl,,,,NCBI,433476
Lachancea,thermotolerans,,CBS 6340,,Ensembl,,,,NCBI,559295
Lachancea,waltii,,,,,,,Nature,,4914
Lactarius,quietus,,,,,JGI,,,,111141
Lactifluus,subvellereus,,,,,JGI,,,,1837270
Lactifluus,volemus,,,,,JGI,,,,71967
Laetiporus,sulphureus,var. sulphureus,,,,JGI,,,,447506
Laetiporus,sulphureus,,93-53,,Ensembl,,,,NCBI,1314785
Lasiosphaeria,miniovina,,SMH2392-1A,Lasiosphaeria sp. SMH2392-1A,,JGI,,,,1954250
Lecythophora,sp.,,AK0013,Coniochaeta sp. AK0013,,JGI,,,,1884255
Leiotrametes,lactinea,,,,,JGI,,,,1391043
Leiotrametes,sp,,BRFM 1775,,,JGI,,,,1513325
Lentinellus,vulpinus,,,,,JGI,,,,156609
Lentinula,edodes,,,,Ensembl,,,,NCBI,5353
Lentinus,tigrinus,,ALCF2SS1-6,,,JGI,,,,1328759
Lentinus,tigrinus,,ALCF2SS1-7,,,JGI,,,,1328758
Lentinus,tigrinus,,,,,JGI,,,,5365
Lentithecium,fluviatile,,,,,JGI,,,,690899
Lepidopterella,palustris,,CBS 459.81,,,,,,NCBI,1314670
Lepidopterella,palustris,,,,,JGI,,,,741139
Lepista,nuda,,,,,JGI,,,,64659
Leptodontium,sp.,,2 PMI_412,,,JGI,,,,1485227
Leptosphaeria,maculans,,JN3,,Ensembl,JGI,,,NCBI,985895
Leucoagaricus,gongylophorus,,,,,JGI,,,,79220
Leucoagaricus,sp.,,SymC.cos,,Ensembl,,,,NCBI,1714833
Leucogyrophana,mollusca,,,,,JGI,,,,85980
Leucosporidiella,creatinivora,,,,,JGI,,,NCBI,106004
Lichtheimia,corymbifera,,JMRC:FSU:9682,,Ensembl,JGI,,,NCBI,1263082
Lichtheimia,hyalospora,,,,,JGI,,,,420593
Lichtheimia,ramosa,,,,Ensembl,,,,NCBI,688394
Linderina,pennispora,,ATCC 12442,,,JGI,,,NCBI,61395
Lindgomyces,ingoldianus,,ATCC 200398,,,JGI,,,,673940
Lindra,thalassiae,,,,,JGI,,,,45816
Lineolata,rhizophorae,,,,,JGI,,,,578093
Lipomyces,starkeyi,,NRRL Y-11557,,Ensembl,JGI,,,NCBI,675824
Lizonia,empirigonia,,,,,JGI,,,,1496277
Lobaria,pulmonaria,,,,,JGI,,,,86794
Lobosporangium,transversale,,NRRL 3116,,,JGI,,,NCBI,64571
Lodderomyces,elongisporus,,NRRL YB-4239,,Ensembl,JGI,,,NCBI,379508
Lollipopaia,minuta,,,,,JGI,,,,151671
Lomentospora,prolificans,,,,,,,,NCBI,41688
Lophiostoma,macrostomum,,,,,JGI,,,,372055
Lophiotrema,nucula,,,,,JGI,,,,690887
Lophium,mytilinum,,CBS 269.34,,,JGI,,,,1447936
Loramyces,juncicola,,,,,JGI,,,,132173
Loramyces,macrosporus,,CBS 235.53,,,JGI,,,,380016
Lycoperdon,perlatum,,,,,JGI,,,,90686
Macrolepiota,fuliginosa,,MF-IS2,,,JGI,,,,1400762
Macrophomina,phaseolina,,MS6,,Ensembl,JGI,,,NCBI,1126212
Macroventuria,anomochaeta,,CBS 525.71,,,JGI,,,,1447947
Madurella,mycetomatis,,,,Ensembl,,,,NCBI,100816
Magnaporthe,grisea,,,,,JGI,,,,148305
Magnaporthe,oryzae,,70-15,,Ensembl,,FungiDB,,NCBI,242507
Magnaporthe,oryzae,,P131,,,,,,NCBI,1143193
Magnaporthe,oryzae,,Y34,,,,,,NCBI,1143189
Magnaporthiopsis,poae,,ATCC 64411,,Ensembl,JGI,,,NCBI,644358
Malassezia,globosa,,CBS 7966,,,JGI,FungiDB,,NCBI,76773
Malassezia,pachydermatis,,,,Ensembl,,,,NCBI,77020
Malassezia,sp.,,JP-2017,,,,,,NCBI,2020962
Malassezia,sympodialis,,ATCC 42132,,Ensembl,JGI,,,NCBI,1230383
Malbranchea,cinnamomea,,,,,,,fungalgenomics.ca,,5041
Marasmius,fiardii,,PR-910,,,JGI,,,,1328756
Mariannaea,sp.,,PMI_226,,,JGI,,,,1896173
Marssonina,brunnea,f. sp. multigermtubi,MB_m1,,Ensembl,JGI,,,NCBI,1072389
Marssonina,coronariae,,,,,,,,NCBI,503106
Martensiomyces,pterosporus,,,,,JGI,,,,61414
Massarina,eburnea,,CBS 473.64,,,JGI,,,,1395130
Massariosphaeria,phaeospora,,,,,JGI,,,,100035
Meira,miltonrushii,,MCA 3882,,,JGI,,,,1280837
Melampsora,allii-populina,,,,,JGI,,,,242475
Melampsora,larici-populina,,98AG31,,Ensembl,JGI,FungiDB,,NCBI,747676
Melampsora,lini,,,,,JGI,,,,5261
Melanconium,sp.,,NRRL 54901,,,JGI,,,,1155946
Melanomma,pulvis-pyrius,,,,,JGI,,,,100047
Melanospora,tiffanyae,,,,,JGI,,,,2038071
Melanotaenium,endogenum,,,,,JGI,,,,84746
Meliniomyces,bicolor,,E,,,JGI,,,NCBI,1095630
Meliniomyces,variabilis,,F,,,JGI,,,NCBI,1149755
Meredithblackwellia,eburnea,,MCA 4105,,,JGI,,,,1408158
Metarhizium,acridum,,CQMa 102,,Ensembl,JGI,,,NCBI,655827
Metarhizium,album,,ARSEF 1941,,Ensembl,,,,NCBI,1081103
Metarhizium,anisopliae,,ARSEF 23,,Ensembl,,,,,655844
Metarhizium,anisopliae,,ARSEF 549,,Ensembl,,,,NCBI,1276135
Metarhizium,anisopliae,,BRIP 53284,,Ensembl,,,,NCBI,1291519
Metarhizium,anisopliae,,BRIP 53293,,Ensembl,,,,NCBI,1291518
Metarhizium,anisopliae,,,,Ensembl,,,,NCBI,5530
Metarhizium,brunneum,,ARSEF 3297,,Ensembl,,,,NCBI,1276141
Metarhizium,guizhouense,,ARSEF 977,,Ensembl,,,,NCBI,1276136
Metarhizium,majus,,ARSEF 297,,Ensembl,,,,NCBI,1276143
